Time,ParameterName,ParameterValue
2022-12-08T07:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T07:00:00Z,PA_PT1H_AVG,1002.4
2022-12-08T07:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T08:00:00Z,TA_PT1H_AVG,-5.7
2022-12-08T08:00:00Z,TA_PT1H_MAX,-5.7
2022-12-08T08:00:00Z,TA_PT1H_MIN,-5.8
2022-12-08T08:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T08:00:00Z,WS_PT1H_AVG,4.3
2022-12-08T08:00:00Z,WS_PT1H_MAX,4.8
2022-12-08T08:00:00Z,WS_PT1H_MIN,3.8
2022-12-08T08:00:00Z,WD_PT1H_AVG,96.0
2022-12-08T08:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T08:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T08:00:00Z,PA_PT1H_AVG,1002.4
2022-12-08T08:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T09:00:00Z,TA_PT1H_AVG,-5.7
2022-12-08T09:00:00Z,TA_PT1H_MAX,-5.5
2022-12-08T09:00:00Z,TA_PT1H_MIN,-5.7
2022-12-08T09:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T09:00:00Z,WS_PT1H_AVG,3.9
2022-12-08T09:00:00Z,WS_PT1H_MAX,4.3
2022-12-08T09:00:00Z,WS_PT1H_MIN,3.3
2022-12-08T09:00:00Z,WD_PT1H_AVG,97.0
2022-12-08T09:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T09:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T09:00:00Z,PA_PT1H_AVG,1002.5
2022-12-08T09:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T10:00:00Z,TA_PT1H_AVG,-5.4
2022-12-08T10:00:00Z,TA_PT1H_MAX,-5.3
2022-12-08T10:00:00Z,TA_PT1H_MIN,-5.6
2022-12-08T10:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T10:00:00Z,WS_PT1H_AVG,3.6
2022-12-08T10:00:00Z,WS_PT1H_MAX,4.2
2022-12-08T10:00:00Z,WS_PT1H_MIN,3.2
2022-12-08T10:00:00Z,WD_PT1H_AVG,97.0
2022-12-08T10:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T10:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T10:00:00Z,PA_PT1H_AVG,1002.4
2022-12-08T10:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T11:00:00Z,TA_PT1H_AVG,-5.4
2022-12-08T11:00:00Z,TA_PT1H_MAX,-5.3
2022-12-08T11:00:00Z,TA_PT1H_MIN,-5.4
2022-12-08T11:00:00Z,RH_PT1H_AVG,89.0
2022-12-08T11:00:00Z,WS_PT1H_AVG,3.5
2022-12-08T11:00:00Z,WS_PT1H_MAX,3.9
2022-12-08T11:00:00Z,WS_PT1H_MIN,2.8
2022-12-08T11:00:00Z,WD_PT1H_AVG,91.0
2022-12-08T11:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T11:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T11:00:00Z,PA_PT1H_AVG,1002.2
2022-12-08T11:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T12:00:00Z,TA_PT1H_AVG,-5.4
2022-12-08T12:00:00Z,TA_PT1H_MAX,-5.3
2022-12-08T12:00:00Z,TA_PT1H_MIN,-5.5
2022-12-08T12:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T12:00:00Z,WS_PT1H_AVG,3.6
2022-12-08T12:00:00Z,WS_PT1H_MAX,4.1
2022-12-08T12:00:00Z,WS_PT1H_MIN,2.9
2022-12-08T12:00:00Z,WD_PT1H_AVG,89.0
2022-12-08T12:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T12:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T12:00:00Z,PA_PT1H_AVG,1002.1
2022-12-08T12:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T13:00:00Z,TA_PT1H_AVG,-5.2
2022-12-08T13:00:00Z,TA_PT1H_MAX,-5.1
2022-12-08T13:00:00Z,TA_PT1H_MIN,-5.4
2022-12-08T13:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T13:00:00Z,WS_PT1H_AVG,NaN
2022-12-08T13:00:00Z,WS_PT1H_MAX,NaN
2022-12-08T13:00:00Z,WS_PT1H_MIN,NaN
2022-12-08T13:00:00Z,WD_PT1H_AVG,81.0
2022-12-08T13:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T13:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T13:00:00Z,PA_PT1H_AVG,1002.3
2022-12-08T13:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T14:00:00Z,TA_PT1H_AVG,-5.1
2022-12-08T14:00:00Z,TA_PT1H_MAX,-5.0
2022-12-08T14:00:00Z,TA_PT1H_MIN,-5.4
2022-12-08T14:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T14:00:00Z,WS_PT1H_AVG,3.5
2022-12-08T14:00:00Z,WS_PT1H_MAX,4.2
2022-12-08T14:00:00Z,WS_PT1H_MIN,2.8
2022-12-08T14:00:00Z,WD_PT1H_AVG,92.0
2022-12-08T14:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T14:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T14:00:00Z,PA_PT1H_AVG,1002.4
2022-12-08T14:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T15:00:00Z,TA_PT1H_AVG,-4.9
2022-12-08T15:00:00Z,TA_PT1H_MAX,-4.9
2022-12-08T15:00:00Z,TA_PT1H_MIN,-5.1
2022-12-08T15:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T15:00:00Z,WS_PT1H_AVG,3.3
2022-12-08T15:00:00Z,WS_PT1H_MAX,4.4
2022-12-08T15:00:00Z,WS_PT1H_MIN,2.7
2022-12-08T15:00:00Z,WD_PT1H_AVG,91.0
2022-12-08T15:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T15:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T15:00:00Z,PA_PT1H_AVG,1002.5
2022-12-08T15:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T16:00:00Z,TA_PT1H_AVG,-4.9
2022-12-08T16:00:00Z,TA_PT1H_MAX,-4.8
2022-12-08T16:00:00Z,TA_PT1H_MIN,-4.9
2022-12-08T16:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T16:00:00Z,WS_PT1H_AVG,3.0
2022-12-08T16:00:00Z,WS_PT1H_MAX,3.5
2022-12-08T16:00:00Z,WS_PT1H_MIN,2.7
2022-12-08T16:00:00Z,WD_PT1H_AVG,89.0
2022-12-08T16:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T16:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T16:00:00Z,PA_PT1H_AVG,1002.7
2022-12-08T16:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T17:00:00Z,TA_PT1H_AVG,-4.9
2022-12-08T17:00:00Z,TA_PT1H_MAX,-4.9
2022-12-08T17:00:00Z,TA_PT1H_MIN,-4.9
2022-12-08T17:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T17:00:00Z,WS_PT1H_AVG,3.4
2022-12-08T17:00:00Z,WS_PT1H_MAX,4.0
2022-12-08T17:00:00Z,WS_PT1H_MIN,2.6
2022-12-08T17:00:00Z,WD_PT1H_AVG,82.0
2022-12-08T17:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T17:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T17:00:00Z,PA_PT1H_AVG,1003.0
2022-12-08T17:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T18:00:00Z,TA_PT1H_AVG,-4.9
2022-12-08T18:00:00Z,TA_PT1H_MAX,-4.8
2022-12-08T18:00:00Z,TA_PT1H_MIN,-4.9
2022-12-08T18:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T18:00:00Z,WS_PT1H_AVG,2.9
2022-12-08T18:00:00Z,WS_PT1H_MAX,3.6
2022-12-08T18:00:00Z,WS_PT1H_MIN,2.4
2022-12-08T18:00:00Z,WD_PT1H_AVG,87.0
2022-12-08T18:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T18:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T18:00:00Z,PA_PT1H_AVG,1003.3
2022-12-08T18:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T19:00:00Z,TA_PT1H_AVG,-4.9
2022-12-08T19:00:00Z,TA_PT1H_MAX,-4.9
2022-12-08T19:00:00Z,TA_PT1H_MIN,-5.0
2022-12-08T19:00:00Z,RH_PT1H_AVG,90.0
2022-12-08T19:00:00Z,WS_PT1H_AVG,NaN
2022-12-08T19:00:00Z,WS_PT1H_MAX,NaN
2022-12-08T19:00:00Z,WS_PT1H_MIN,NaN
2022-12-08T19:00:00Z,WD_PT1H_AVG,85.0
2022-12-08T19:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T19:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T19:00:00Z,PA_PT1H_AVG,1003.6
2022-12-08T19:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T20:00:00Z,TA_PT1H_AVG,-5.0
2022-12-08T20:00:00Z,TA_PT1H_MAX,-4.9
2022-12-08T20:00:00Z,TA_PT1H_MIN,-5.0
2022-12-08T20:00:00Z,RH_PT1H_AVG,91.0
2022-12-08T20:00:00Z,WS_PT1H_AVG,2.5
2022-12-08T20:00:00Z,WS_PT1H_MAX,3.0
2022-12-08T20:00:00Z,WS_PT1H_MIN,2.1
2022-12-08T20:00:00Z,WD_PT1H_AVG,79.0
2022-12-08T20:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T20:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T20:00:00Z,PA_PT1H_AVG,1004.0
2022-12-08T20:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T21:00:00Z,TA_PT1H_AVG,-5.2
2022-12-08T21:00:00Z,TA_PT1H_MAX,-5.0
2022-12-08T21:00:00Z,TA_PT1H_MIN,-5.3
2022-12-08T21:00:00Z,RH_PT1H_AVG,91.0
2022-12-08T21:00:00Z,WS_PT1H_AVG,2.5
2022-12-08T21:00:00Z,WS_PT1H_MAX,2.8
2022-12-08T21:00:00Z,WS_PT1H_MIN,2.2
2022-12-08T21:00:00Z,WD_PT1H_AVG,82.0
2022-12-08T21:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T21:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T21:00:00Z,PA_PT1H_AVG,1004.6
2022-12-08T21:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T22:00:00Z,TA_PT1H_AVG,-5.4
2022-12-08T22:00:00Z,TA_PT1H_MAX,-5.2
2022-12-08T22:00:00Z,TA_PT1H_MIN,-5.6
2022-12-08T22:00:00Z,RH_PT1H_AVG,91.0
2022-12-08T22:00:00Z,WS_PT1H_AVG,2.2
2022-12-08T22:00:00Z,WS_PT1H_MAX,2.5
2022-12-08T22:00:00Z,WS_PT1H_MIN,1.9
2022-12-08T22:00:00Z,WD_PT1H_AVG,75.0
2022-12-08T22:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T22:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T22:00:00Z,PA_PT1H_AVG,1004.9
2022-12-08T22:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-08T23:00:00Z,TA_PT1H_AVG,-5.6
2022-12-08T23:00:00Z,TA_PT1H_MAX,-5.5
2022-12-08T23:00:00Z,TA_PT1H_MIN,-5.6
2022-12-08T23:00:00Z,RH_PT1H_AVG,91.0
2022-12-08T23:00:00Z,WS_PT1H_AVG,2.2
2022-12-08T23:00:00Z,WS_PT1H_MAX,2.4
2022-12-08T23:00:00Z,WS_PT1H_MIN,1.9
2022-12-08T23:00:00Z,WD_PT1H_AVG,73.0
2022-12-08T23:00:00Z,PRA_PT1H_ACC,NaN
2022-12-08T23:00:00Z,PRI_PT1H_MAX,NaN
2022-12-08T23:00:00Z,PA_PT1H_AVG,1005.3
2022-12-08T23:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T00:00:00Z,TA_PT1H_AVG,-5.6
2022-12-09T00:00:00Z,TA_PT1H_MAX,-5.6
2022-12-09T00:00:00Z,TA_PT1H_MIN,-5.6
2022-12-09T00:00:00Z,RH_PT1H_AVG,92.0
2022-12-09T00:00:00Z,WS_PT1H_AVG,1.8
2022-12-09T00:00:00Z,WS_PT1H_MAX,2.3
2022-12-09T00:00:00Z,WS_PT1H_MIN,1.6
2022-12-09T00:00:00Z,WD_PT1H_AVG,74.0
2022-12-09T00:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T00:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T00:00:00Z,PA_PT1H_AVG,1005.6
2022-12-09T00:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T01:00:00Z,TA_PT1H_AVG,-5.7
2022-12-09T01:00:00Z,TA_PT1H_MAX,-5.6
2022-12-09T01:00:00Z,TA_PT1H_MIN,-5.7
2022-12-09T01:00:00Z,RH_PT1H_AVG,92.0
2022-12-09T01:00:00Z,WS_PT1H_AVG,1.7
2022-12-09T01:00:00Z,WS_PT1H_MAX,2.2
2022-12-09T01:00:00Z,WS_PT1H_MIN,1.3
2022-12-09T01:00:00Z,WD_PT1H_AVG,64.0
2022-12-09T01:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T01:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T01:00:00Z,PA_PT1H_AVG,1005.9
2022-12-09T01:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T02:00:00Z,TA_PT1H_AVG,-5.7
2022-12-09T02:00:00Z,TA_PT1H_MAX,-5.7
2022-12-09T02:00:00Z,TA_PT1H_MIN,-5.7
2022-12-09T02:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T02:00:00Z,WS_PT1H_AVG,1.6
2022-12-09T02:00:00Z,WS_PT1H_MAX,1.9
2022-12-09T02:00:00Z,WS_PT1H_MIN,1.3
2022-12-09T02:00:00Z,WD_PT1H_AVG,72.0
2022-12-09T02:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T02:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T02:00:00Z,PA_PT1H_AVG,1006.2
2022-12-09T02:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T03:00:00Z,TA_PT1H_AVG,-5.7
2022-12-09T03:00:00Z,TA_PT1H_MAX,-5.7
2022-12-09T03:00:00Z,TA_PT1H_MIN,-5.8
2022-12-09T03:00:00Z,RH_PT1H_AVG,92.0
2022-12-09T03:00:00Z,WS_PT1H_AVG,1.4
2022-12-09T03:00:00Z,WS_PT1H_MAX,1.6
2022-12-09T03:00:00Z,WS_PT1H_MIN,1.2
2022-12-09T03:00:00Z,WD_PT1H_AVG,68.0
2022-12-09T03:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T03:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T03:00:00Z,PA_PT1H_AVG,1006.4
2022-12-09T03:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T04:00:00Z,TA_PT1H_AVG,-5.9
2022-12-09T04:00:00Z,TA_PT1H_MAX,-5.7
2022-12-09T04:00:00Z,TA_PT1H_MIN,-6.2
2022-12-09T04:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T04:00:00Z,WS_PT1H_AVG,0.9
2022-12-09T04:00:00Z,WS_PT1H_MAX,1.1
2022-12-09T04:00:00Z,WS_PT1H_MIN,0.7
2022-12-09T04:00:00Z,WD_PT1H_AVG,85.0
2022-12-09T04:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T04:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T04:00:00Z,PA_PT1H_AVG,1006.7
2022-12-09T04:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T05:00:00Z,TA_PT1H_AVG,-5.9
2022-12-09T05:00:00Z,TA_PT1H_MAX,-5.9
2022-12-09T05:00:00Z,TA_PT1H_MIN,-6.0
2022-12-09T05:00:00Z,RH_PT1H_AVG,92.0
2022-12-09T05:00:00Z,WS_PT1H_AVG,0.8
2022-12-09T05:00:00Z,WS_PT1H_MAX,1.0
2022-12-09T05:00:00Z,WS_PT1H_MIN,0.6
2022-12-09T05:00:00Z,WD_PT1H_AVG,79.0
2022-12-09T05:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T05:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T05:00:00Z,PA_PT1H_AVG,1006.8
2022-12-09T05:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T06:00:00Z,TA_PT1H_AVG,-5.9
2022-12-09T06:00:00Z,TA_PT1H_MAX,-5.9
2022-12-09T06:00:00Z,TA_PT1H_MIN,-6.1
2022-12-09T06:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T06:00:00Z,WS_PT1H_AVG,0.6
2022-12-09T06:00:00Z,WS_PT1H_MAX,0.8
2022-12-09T06:00:00Z,WS_PT1H_MIN,0.5
2022-12-09T06:00:00Z,WD_PT1H_AVG,57.0
2022-12-09T06:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T06:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T06:00:00Z,PA_PT1H_AVG,1007.0
2022-12-09T06:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T07:00:00Z,TA_PT1H_AVG,-5.9
2022-12-09T07:00:00Z,TA_PT1H_MAX,-5.8
2022-12-09T07:00:00Z,TA_PT1H_MIN,-6.0
2022-12-09T07:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T07:00:00Z,WS_PT1H_AVG,NaN
2022-12-09T07:00:00Z,WS_PT1H_MAX,NaN
2022-12-09T07:00:00Z,WS_PT1H_MIN,NaN
2022-12-09T07:00:00Z,WD_PT1H_AVG,120.0
2022-12-09T07:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T07:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T07:00:00Z,PA_PT1H_AVG,1007.4
2022-12-09T07:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T08:00:00Z,TA_PT1H_AVG,-5.7
2022-12-09T08:00:00Z,TA_PT1H_MAX,-5.5
2022-12-09T08:00:00Z,TA_PT1H_MIN,-5.9
2022-12-09T08:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T08:00:00Z,WS_PT1H_AVG,0.9
2022-12-09T08:00:00Z,WS_PT1H_MAX,1.3
2022-12-09T08:00:00Z,WS_PT1H_MIN,0.6
2022-12-09T08:00:00Z,WD_PT1H_AVG,130.0
2022-12-09T08:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T08:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T08:00:00Z,PA_PT1H_AVG,1007.7
2022-12-09T08:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T09:00:00Z,TA_PT1H_AVG,-5.4
2022-12-09T09:00:00Z,TA_PT1H_MAX,-5.1
2022-12-09T09:00:00Z,TA_PT1H_MIN,-5.6
2022-12-09T09:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T09:00:00Z,WS_PT1H_AVG,0.7
2022-12-09T09:00:00Z,WS_PT1H_MAX,0.9
2022-12-09T09:00:00Z,WS_PT1H_MIN,0.4
2022-12-09T09:00:00Z,WD_PT1H_AVG,158.0
2022-12-09T09:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T09:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T09:00:00Z,PA_PT1H_AVG,1008.1
2022-12-09T09:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T10:00:00Z,TA_PT1H_AVG,-4.9
2022-12-09T10:00:00Z,TA_PT1H_MAX,-4.7
2022-12-09T10:00:00Z,TA_PT1H_MIN,-5.2
2022-12-09T10:00:00Z,RH_PT1H_AVG,89.0
2022-12-09T10:00:00Z,WS_PT1H_AVG,0.8
2022-12-09T10:00:00Z,WS_PT1H_MAX,1.6
2022-12-09T10:00:00Z,WS_PT1H_MIN,0.4
2022-12-09T10:00:00Z,WD_PT1H_AVG,223.0
2022-12-09T10:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T10:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T10:00:00Z,PA_PT1H_AVG,1008.2
2022-12-09T10:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T11:00:00Z,TA_PT1H_AVG,-4.6
2022-12-09T11:00:00Z,TA_PT1H_MAX,-4.5
2022-12-09T11:00:00Z,TA_PT1H_MIN,-4.7
2022-12-09T11:00:00Z,RH_PT1H_AVG,90.0
2022-12-09T11:00:00Z,WS_PT1H_AVG,1.2
2022-12-09T11:00:00Z,WS_PT1H_MAX,1.7
2022-12-09T11:00:00Z,WS_PT1H_MIN,0.8
2022-12-09T11:00:00Z,WD_PT1H_AVG,169.0
2022-12-09T11:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T11:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T11:00:00Z,PA_PT1H_AVG,1008.3
2022-12-09T11:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T12:00:00Z,TA_PT1H_AVG,-4.6
2022-12-09T12:00:00Z,TA_PT1H_MAX,-4.5
2022-12-09T12:00:00Z,TA_PT1H_MIN,-4.8
2022-12-09T12:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T12:00:00Z,WS_PT1H_AVG,1.5
2022-12-09T12:00:00Z,WS_PT1H_MAX,1.8
2022-12-09T12:00:00Z,WS_PT1H_MIN,1.1
2022-12-09T12:00:00Z,WD_PT1H_AVG,112.0
2022-12-09T12:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T12:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T12:00:00Z,PA_PT1H_AVG,1008.5
2022-12-09T12:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T13:00:00Z,TA_PT1H_AVG,-4.7
2022-12-09T13:00:00Z,TA_PT1H_MAX,-4.6
2022-12-09T13:00:00Z,TA_PT1H_MIN,-4.9
2022-12-09T13:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T13:00:00Z,WS_PT1H_AVG,NaN
2022-12-09T13:00:00Z,WS_PT1H_MAX,NaN
2022-12-09T13:00:00Z,WS_PT1H_MIN,NaN
2022-12-09T13:00:00Z,WD_PT1H_AVG,119.0
2022-12-09T13:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T13:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T13:00:00Z,PA_PT1H_AVG,1008.7
2022-12-09T13:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T14:00:00Z,TA_PT1H_AVG,-4.6
2022-12-09T14:00:00Z,TA_PT1H_MAX,-4.4
2022-12-09T14:00:00Z,TA_PT1H_MIN,-4.7
2022-12-09T14:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T14:00:00Z,WS_PT1H_AVG,2.7
2022-12-09T14:00:00Z,WS_PT1H_MAX,3.1
2022-12-09T14:00:00Z,WS_PT1H_MIN,2.1
2022-12-09T14:00:00Z,WD_PT1H_AVG,133.0
2022-12-09T14:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T14:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T14:00:00Z,PA_PT1H_AVG,1008.9
2022-12-09T14:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T15:00:00Z,TA_PT1H_AVG,-5.0
2022-12-09T15:00:00Z,TA_PT1H_MAX,-4.7
2022-12-09T15:00:00Z,TA_PT1H_MIN,-5.3
2022-12-09T15:00:00Z,RH_PT1H_AVG,91.0
2022-12-09T15:00:00Z,WS_PT1H_AVG,2.4
2022-12-09T15:00:00Z,WS_PT1H_MAX,3.0
2022-12-09T15:00:00Z,WS_PT1H_MIN,1.8
2022-12-09T15:00:00Z,WD_PT1H_AVG,118.0
2022-12-09T15:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T15:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T15:00:00Z,PA_PT1H_AVG,1009.2
2022-12-09T15:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T16:00:00Z,TA_PT1H_AVG,-5.5
2022-12-09T16:00:00Z,TA_PT1H_MAX,-5.3
2022-12-09T16:00:00Z,TA_PT1H_MIN,-5.7
2022-12-09T16:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T16:00:00Z,WS_PT1H_AVG,2.2
2022-12-09T16:00:00Z,WS_PT1H_MAX,2.8
2022-12-09T16:00:00Z,WS_PT1H_MIN,1.6
2022-12-09T16:00:00Z,WD_PT1H_AVG,109.0
2022-12-09T16:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T16:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T16:00:00Z,PA_PT1H_AVG,1009.4
2022-12-09T16:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T17:00:00Z,TA_PT1H_AVG,-5.5
2022-12-09T17:00:00Z,TA_PT1H_MAX,-5.4
2022-12-09T17:00:00Z,TA_PT1H_MIN,-5.6
2022-12-09T17:00:00Z,RH_PT1H_AVG,95.0
2022-12-09T17:00:00Z,WS_PT1H_AVG,1.8
2022-12-09T17:00:00Z,WS_PT1H_MAX,2.8
2022-12-09T17:00:00Z,WS_PT1H_MIN,1.3
2022-12-09T17:00:00Z,WD_PT1H_AVG,80.0
2022-12-09T17:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T17:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T17:00:00Z,PA_PT1H_AVG,1009.7
2022-12-09T17:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T18:00:00Z,TA_PT1H_AVG,-5.4
2022-12-09T18:00:00Z,TA_PT1H_MAX,-5.3
2022-12-09T18:00:00Z,TA_PT1H_MIN,-5.4
2022-12-09T18:00:00Z,RH_PT1H_AVG,95.0
2022-12-09T18:00:00Z,WS_PT1H_AVG,NaN
2022-12-09T18:00:00Z,WS_PT1H_MAX,NaN
2022-12-09T18:00:00Z,WS_PT1H_MIN,NaN
2022-12-09T18:00:00Z,WD_PT1H_AVG,39.0
2022-12-09T18:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T18:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T18:00:00Z,PA_PT1H_AVG,1009.9
2022-12-09T18:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T19:00:00Z,TA_PT1H_AVG,-5.2
2022-12-09T19:00:00Z,TA_PT1H_MAX,-5.1
2022-12-09T19:00:00Z,TA_PT1H_MIN,-5.3
2022-12-09T19:00:00Z,RH_PT1H_AVG,95.0
2022-12-09T19:00:00Z,WS_PT1H_AVG,1.9
2022-12-09T19:00:00Z,WS_PT1H_MAX,NaN
2022-12-09T19:00:00Z,WS_PT1H_MIN,NaN
2022-12-09T19:00:00Z,WD_PT1H_AVG,29.0
2022-12-09T19:00:00Z,PRA_PT1H_ACC,NaN
2022-12-09T19:00:00Z,PRI_PT1H_MAX,NaN
2022-12-09T19:00:00Z,PA_PT1H_AVG,1010.0
2022-12-09T19:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-09T20:00:00Z,TA_PT1H_AVG,-5.0
2022-12-09T20:00:00Z,TA_PT1H_MAX,-4.9
2022-12-09T20:00:00Z,TA_PT1H_MIN,-5.1
2022-12-09T20:00:00Z,RH_PT1H_AVG,93.0
2022-12-09T20:00:00Z,WS_PT1H_AVG,2.0
2022-12-09T20:00:00Z,WS_PT1H_MAX,2.4
