Time,ParameterName,ParameterValue
2022-12-17T00:00:00Z,TA_PT1H_AVG,-8.3
2022-12-17T00:00:00Z,TA_PT1H_MAX,-8.2
2022-12-17T00:00:00Z,TA_PT1H_MIN,-8.4
2022-12-17T00:00:00Z,RH_PT1H_AVG,90.0
2022-12-17T00:00:00Z,WS_PT1H_AVG,3.0
2022-12-17T00:00:00Z,WS_PT1H_MAX,3.1
2022-12-17T00:00:00Z,WS_PT1H_MIN,2.8
2022-12-17T00:00:00Z,WD_PT1H_AVG,184.0
2022-12-17T00:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T00:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T00:00:00Z,PA_PT1H_AVG,1019.9
2022-12-17T00:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T01:00:00Z,TA_PT1H_AVG,-8.3
2022-12-17T01:00:00Z,TA_PT1H_MAX,-8.1
2022-12-17T01:00:00Z,TA_PT1H_MIN,-8.5
2022-12-17T01:00:00Z,RH_PT1H_AVG,90.0
2022-12-17T01:00:00Z,WS_PT1H_AVG,2.8
2022-12-17T01:00:00Z,WS_PT1H_MAX,3.3
2022-12-17T01:00:00Z,WS_PT1H_MIN,2.5
2022-12-17T01:00:00Z,WD_PT1H_AVG,178.0
2022-12-17T01:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T01:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T01:00:00Z,PA_PT1H_AVG,1020.2
2022-12-17T01:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T02:00:00Z,TA_PT1H_AVG,-8.2
2022-12-17T02:00:00Z,TA_PT1H_MAX,-8.0
2022-12-17T02:00:00Z,TA_PT1H_MIN,-8.5
2022-12-17T02:00:00Z,RH_PT1H_AVG,90.0
2022-12-17T02:00:00Z,WS_PT1H_AVG,2.8
2022-12-17T02:00:00Z,WS_PT1H_MAX,3.3
2022-12-17T02:00:00Z,WS_PT1H_MIN,2.3
2022-12-17T02:00:00Z,WD_PT1H_AVG,182.0
2022-12-17T02:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T02:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T02:00:00Z,PA_PT1H_AVG,1020.4
2022-12-17T02:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T03:00:00Z,TA_PT1H_AVG,-8.9
2022-12-17T03:00:00Z,TA_PT1H_MAX,-8.1
2022-12-17T03:00:00Z,TA_PT1H_MIN,-10.6
2022-12-17T03:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T03:00:00Z,WS_PT1H_AVG,2.1
2022-12-17T03:00:00Z,WS_PT1H_MAX,3.1
2022-12-17T03:00:00Z,WS_PT1H_MIN,1.6
2022-12-17T03:00:00Z,WD_PT1H_AVG,188.0
2022-12-17T03:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T03:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T03:00:00Z,PA_PT1H_AVG,1020.6
2022-12-17T03:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T04:00:00Z,TA_PT1H_AVG,-11.8
2022-12-17T04:00:00Z,TA_PT1H_MAX,-10.3
2022-12-17T04:00:00Z,TA_PT1H_MIN,-14.3
2022-12-17T04:00:00Z,RH_PT1H_AVG,92.0
2022-12-17T04:00:00Z,WS_PT1H_AVG,1.7
2022-12-17T04:00:00Z,WS_PT1H_MAX,3.0
2022-12-17T04:00:00Z,WS_PT1H_MIN,0.9
2022-12-17T04:00:00Z,WD_PT1H_AVG,168.0
2022-12-17T04:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T04:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T04:00:00Z,PA_PT1H_AVG,1021.0
2022-12-17T04:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T05:00:00Z,TA_PT1H_AVG,-13.8
2022-12-17T05:00:00Z,TA_PT1H_MAX,-11.9
2022-12-17T05:00:00Z,TA_PT1H_MIN,-15.1
2022-12-17T05:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T05:00:00Z,WS_PT1H_AVG,1.3
2022-12-17T05:00:00Z,WS_PT1H_MAX,2.8
2022-12-17T05:00:00Z,WS_PT1H_MIN,0.4
2022-12-17T05:00:00Z,WD_PT1H_AVG,176.0
2022-12-17T05:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T05:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T05:00:00Z,PA_PT1H_AVG,1021.4
2022-12-17T05:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T06:00:00Z,TA_PT1H_AVG,-15.6
2022-12-17T06:00:00Z,TA_PT1H_MAX,-14.2
2022-12-17T06:00:00Z,TA_PT1H_MIN,-16.6
2022-12-17T06:00:00Z,RH_PT1H_AVG,90.0
2022-12-17T06:00:00Z,WS_PT1H_AVG,NaN
2022-12-17T06:00:00Z,WS_PT1H_MAX,NaN
2022-12-17T06:00:00Z,WS_PT1H_MIN,NaN
2022-12-17T06:00:00Z,WD_PT1H_AVG,178.0
2022-12-17T06:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T06:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T06:00:00Z,PA_PT1H_AVG,1021.9
2022-12-17T06:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T07:00:00Z,TA_PT1H_AVG,-16.1
2022-12-17T07:00:00Z,TA_PT1H_MAX,-15.4
2022-12-17T07:00:00Z,TA_PT1H_MIN,-16.6
2022-12-17T07:00:00Z,RH_PT1H_AVG,90.0
2022-12-17T07:00:00Z,WS_PT1H_AVG,1.3
2022-12-17T07:00:00Z,WS_PT1H_MAX,1.5
2022-12-17T07:00:00Z,WS_PT1H_MIN,1.0
2022-12-17T07:00:00Z,WD_PT1H_AVG,181.0
2022-12-17T07:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T07:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T07:00:00Z,PA_PT1H_AVG,1022.2
2022-12-17T07:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T08:00:00Z,TA_PT1H_AVG,-14.3
2022-12-17T08:00:00Z,TA_PT1H_MAX,-12.2
2022-12-17T08:00:00Z,TA_PT1H_MIN,-16.4
2022-12-17T08:00:00Z,RH_PT1H_AVG,88.0
2022-12-17T08:00:00Z,WS_PT1H_AVG,1.7
2022-12-17T08:00:00Z,WS_PT1H_MAX,2.4
2022-12-17T08:00:00Z,WS_PT1H_MIN,1.2
2022-12-17T08:00:00Z,WD_PT1H_AVG,175.0
2022-12-17T08:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T08:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T08:00:00Z,PA_PT1H_AVG,1022.6
2022-12-17T08:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T09:00:00Z,TA_PT1H_AVG,-10.5
2022-12-17T09:00:00Z,TA_PT1H_MAX,-8.5
2022-12-17T09:00:00Z,TA_PT1H_MIN,-12.6
2022-12-17T09:00:00Z,RH_PT1H_AVG,90.0
2022-12-17T09:00:00Z,WS_PT1H_AVG,2.3
2022-12-17T09:00:00Z,WS_PT1H_MAX,3.0
2022-12-17T09:00:00Z,WS_PT1H_MIN,1.5
2022-12-17T09:00:00Z,WD_PT1H_AVG,163.0
2022-12-17T09:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T09:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T09:00:00Z,PA_PT1H_AVG,1022.8
2022-12-17T09:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T10:00:00Z,TA_PT1H_AVG,-7.9
2022-12-17T10:00:00Z,TA_PT1H_MAX,-7.4
2022-12-17T10:00:00Z,TA_PT1H_MIN,-8.5
2022-12-17T10:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T10:00:00Z,WS_PT1H_AVG,2.3
2022-12-17T10:00:00Z,WS_PT1H_MAX,2.8
2022-12-17T10:00:00Z,WS_PT1H_MIN,1.7
2022-12-17T10:00:00Z,WD_PT1H_AVG,173.0
2022-12-17T10:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T10:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T10:00:00Z,PA_PT1H_AVG,1022.6
2022-12-17T10:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T11:00:00Z,TA_PT1H_AVG,-6.6
2022-12-17T11:00:00Z,TA_PT1H_MAX,-6.2
2022-12-17T11:00:00Z,TA_PT1H_MIN,-7.4
2022-12-17T11:00:00Z,RH_PT1H_AVG,92.0
2022-12-17T11:00:00Z,WS_PT1H_AVG,2.7
2022-12-17T11:00:00Z,WS_PT1H_MAX,3.3
2022-12-17T11:00:00Z,WS_PT1H_MIN,2.2
2022-12-17T11:00:00Z,WD_PT1H_AVG,153.0
2022-12-17T11:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T11:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T11:00:00Z,PA_PT1H_AVG,1022.3
2022-12-17T11:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T12:00:00Z,TA_PT1H_AVG,-6.1
2022-12-17T12:00:00Z,TA_PT1H_MAX,-5.8
2022-12-17T12:00:00Z,TA_PT1H_MIN,-6.2
2022-12-17T12:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T12:00:00Z,WS_PT1H_AVG,NaN
2022-12-17T12:00:00Z,WS_PT1H_MAX,NaN
2022-12-17T12:00:00Z,WS_PT1H_MIN,NaN
2022-12-17T12:00:00Z,WD_PT1H_AVG,153.0
2022-12-17T12:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T12:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T12:00:00Z,PA_PT1H_AVG,1022.2
2022-12-17T12:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T13:00:00Z,TA_PT1H_AVG,-5.8
2022-12-17T13:00:00Z,TA_PT1H_MAX,-5.6
2022-12-17T13:00:00Z,TA_PT1H_MIN,-6.2
2022-12-17T13:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T13:00:00Z,WS_PT1H_AVG,3.4
2022-12-17T13:00:00Z,WS_PT1H_MAX,3.8
2022-12-17T13:00:00Z,WS_PT1H_MIN,2.7
2022-12-17T13:00:00Z,WD_PT1H_AVG,163.0
2022-12-17T13:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T13:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T13:00:00Z,PA_PT1H_AVG,1021.9
2022-12-17T13:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T14:00:00Z,TA_PT1H_AVG,-5.4
2022-12-17T14:00:00Z,TA_PT1H_MAX,-5.2
2022-12-17T14:00:00Z,TA_PT1H_MIN,-5.6
2022-12-17T14:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T14:00:00Z,WS_PT1H_AVG,3.0
2022-12-17T14:00:00Z,WS_PT1H_MAX,3.4
2022-12-17T14:00:00Z,WS_PT1H_MIN,2.6
2022-12-17T14:00:00Z,WD_PT1H_AVG,164.0
2022-12-17T14:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T14:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T14:00:00Z,PA_PT1H_AVG,1021.6
2022-12-17T14:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T15:00:00Z,TA_PT1H_AVG,-5.1
2022-12-17T15:00:00Z,TA_PT1H_MAX,-4.9
2022-12-17T15:00:00Z,TA_PT1H_MIN,-5.4
2022-12-17T15:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T15:00:00Z,WS_PT1H_AVG,3.5
2022-12-17T15:00:00Z,WS_PT1H_MAX,3.8
2022-12-17T15:00:00Z,WS_PT1H_MIN,3.0
2022-12-17T15:00:00Z,WD_PT1H_AVG,171.0
2022-12-17T15:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T15:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T15:00:00Z,PA_PT1H_AVG,1021.3
2022-12-17T15:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T16:00:00Z,TA_PT1H_AVG,-5.4
2022-12-17T16:00:00Z,TA_PT1H_MAX,-5.2
2022-12-17T16:00:00Z,TA_PT1H_MIN,-5.6
2022-12-17T16:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T16:00:00Z,WS_PT1H_AVG,3.3
2022-12-17T16:00:00Z,WS_PT1H_MAX,4.1
2022-12-17T16:00:00Z,WS_PT1H_MIN,3.0
2022-12-17T16:00:00Z,WD_PT1H_AVG,174.0
2022-12-17T16:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T16:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T16:00:00Z,PA_PT1H_AVG,1021.2
2022-12-17T16:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T17:00:00Z,TA_PT1H_AVG,-5.1
2022-12-17T17:00:00Z,TA_PT1H_MAX,-4.9
2022-12-17T17:00:00Z,TA_PT1H_MIN,-5.5
2022-12-17T17:00:00Z,RH_PT1H_AVG,91.0
2022-12-17T17:00:00Z,WS_PT1H_AVG,3.7
2022-12-17T17:00:00Z,WS_PT1H_MAX,3.9
2022-12-17T17:00:00Z,WS_PT1H_MIN,3.4
2022-12-17T17:00:00Z,WD_PT1H_AVG,173.0
2022-12-17T17:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T17:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T17:00:00Z,PA_PT1H_AVG,1021.0
2022-12-17T17:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T18:00:00Z,TA_PT1H_AVG,-5.3
2022-12-17T18:00:00Z,TA_PT1H_MAX,-5.1
2022-12-17T18:00:00Z,TA_PT1H_MIN,-5.6
2022-12-17T18:00:00Z,RH_PT1H_AVG,93.0
2022-12-17T18:00:00Z,WS_PT1H_AVG,3.0
2022-12-17T18:00:00Z,WS_PT1H_MAX,3.8
2022-12-17T18:00:00Z,WS_PT1H_MIN,2.6
2022-12-17T18:00:00Z,WD_PT1H_AVG,160.0
2022-12-17T18:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T18:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T18:00:00Z,PA_PT1H_AVG,1020.7
2022-12-17T18:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T19:00:00Z,TA_PT1H_AVG,-5.1
2022-12-17T19:00:00Z,TA_PT1H_MAX,-4.6
2022-12-17T19:00:00Z,TA_PT1H_MIN,-5.4
2022-12-17T19:00:00Z,RH_PT1H_AVG,94.0
2022-12-17T19:00:00Z,WS_PT1H_AVG,3.0
2022-12-17T19:00:00Z,WS_PT1H_MAX,3.3
2022-12-17T19:00:00Z,WS_PT1H_MIN,2.7
2022-12-17T19:00:00Z,WD_PT1H_AVG,161.0
2022-12-17T19:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T19:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T19:00:00Z,PA_PT1H_AVG,1020.6
2022-12-17T19:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T20:00:00Z,TA_PT1H_AVG,-4.1
2022-12-17T20:00:00Z,TA_PT1H_MAX,-3.7
2022-12-17T20:00:00Z,TA_PT1H_MIN,-4.5
2022-12-17T20:00:00Z,RH_PT1H_AVG,95.0
2022-12-17T20:00:00Z,WS_PT1H_AVG,3.4
2022-12-17T20:00:00Z,WS_PT1H_MAX,3.7
2022-12-17T20:00:00Z,WS_PT1H_MIN,3.1
2022-12-17T20:00:00Z,WD_PT1H_AVG,159.0
2022-12-17T20:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T20:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T20:00:00Z,PA_PT1H_AVG,1020.5
2022-12-17T20:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T21:00:00Z,TA_PT1H_AVG,-3.5
2022-12-17T21:00:00Z,TA_PT1H_MAX,-3.4
2022-12-17T21:00:00Z,TA_PT1H_MIN,-3.7
2022-12-17T21:00:00Z,RH_PT1H_AVG,95.0
2022-12-17T21:00:00Z,WS_PT1H_AVG,4.0
2022-12-17T21:00:00Z,WS_PT1H_MAX,4.3
2022-12-17T21:00:00Z,WS_PT1H_MIN,3.7
2022-12-17T21:00:00Z,WD_PT1H_AVG,159.0
2022-12-17T21:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T21:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T21:00:00Z,PA_PT1H_AVG,1020.1
2022-12-17T21:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T22:00:00Z,TA_PT1H_AVG,-3.4
2022-12-17T22:00:00Z,TA_PT1H_MAX,-3.4
2022-12-17T22:00:00Z,TA_PT1H_MIN,-3.5
2022-12-17T22:00:00Z,RH_PT1H_AVG,95.0
2022-12-17T22:00:00Z,WS_PT1H_AVG,4.8
2022-12-17T22:00:00Z,WS_PT1H_MAX,5.4
2022-12-17T22:00:00Z,WS_PT1H_MIN,4.2
2022-12-17T22:00:00Z,WD_PT1H_AVG,158.0
2022-12-17T22:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T22:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T22:00:00Z,PA_PT1H_AVG,1019.5
2022-12-17T22:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-17T23:00:00Z,TA_PT1H_AVG,-3.4
2022-12-17T23:00:00Z,TA_PT1H_MAX,-3.3
2022-12-17T23:00:00Z,TA_PT1H_MIN,-3.5
2022-12-17T23:00:00Z,RH_PT1H_AVG,94.0
2022-12-17T23:00:00Z,WS_PT1H_AVG,4.3
2022-12-17T23:00:00Z,WS_PT1H_MAX,5.6
2022-12-17T23:00:00Z,WS_PT1H_MIN,3.4
2022-12-17T23:00:00Z,WD_PT1H_AVG,167.0
2022-12-17T23:00:00Z,PRA_PT1H_ACC,NaN
2022-12-17T23:00:00Z,PRI_PT1H_MAX,NaN
2022-12-17T23:00:00Z,PA_PT1H_AVG,1019.1
2022-12-17T23:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T00:00:00Z,TA_PT1H_AVG,-3.3
2022-12-18T00:00:00Z,TA_PT1H_MAX,-3.1
2022-12-18T00:00:00Z,TA_PT1H_MIN,-3.4
2022-12-18T00:00:00Z,RH_PT1H_AVG,94.0
2022-12-18T00:00:00Z,WS_PT1H_AVG,NaN
2022-12-18T00:00:00Z,WS_PT1H_MAX,NaN
2022-12-18T00:00:00Z,WS_PT1H_MIN,NaN
2022-12-18T00:00:00Z,WD_PT1H_AVG,166.0
2022-12-18T00:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T00:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T00:00:00Z,PA_PT1H_AVG,1019.0
2022-12-18T00:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T01:00:00Z,TA_PT1H_AVG,-3.2
2022-12-18T01:00:00Z,TA_PT1H_MAX,-3.0
2022-12-18T01:00:00Z,TA_PT1H_MIN,-3.3
2022-12-18T01:00:00Z,RH_PT1H_AVG,95.0
2022-12-18T01:00:00Z,WS_PT1H_AVG,3.4
2022-12-18T01:00:00Z,WS_PT1H_MAX,3.8
2022-12-18T01:00:00Z,WS_PT1H_MIN,3.0
2022-12-18T01:00:00Z,WD_PT1H_AVG,164.0
2022-12-18T01:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T01:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T01:00:00Z,PA_PT1H_AVG,1018.6
2022-12-18T01:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T02:00:00Z,TA_PT1H_AVG,-3.0
2022-12-18T02:00:00Z,TA_PT1H_MAX,-2.9
2022-12-18T02:00:00Z,TA_PT1H_MIN,-3.1
2022-12-18T02:00:00Z,RH_PT1H_AVG,96.0
2022-12-18T02:00:00Z,WS_PT1H_AVG,2.9
2022-12-18T02:00:00Z,WS_PT1H_MAX,3.1
2022-12-18T02:00:00Z,WS_PT1H_MIN,2.5
2022-12-18T02:00:00Z,WD_PT1H_AVG,156.0
2022-12-18T02:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T02:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T02:00:00Z,PA_PT1H_AVG,1018.1
2022-12-18T02:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T03:00:00Z,TA_PT1H_AVG,-2.9
2022-12-18T03:00:00Z,TA_PT1H_MAX,-2.8
2022-12-18T03:00:00Z,TA_PT1H_MIN,-2.9
2022-12-18T03:00:00Z,RH_PT1H_AVG,96.0
2022-12-18T03:00:00Z,WS_PT1H_AVG,2.4
2022-12-18T03:00:00Z,WS_PT1H_MAX,2.9
2022-12-18T03:00:00Z,WS_PT1H_MIN,2.1
2022-12-18T03:00:00Z,WD_PT1H_AVG,149.0
2022-12-18T03:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T03:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T03:00:00Z,PA_PT1H_AVG,1018.0
2022-12-18T03:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T04:00:00Z,TA_PT1H_AVG,-2.6
2022-12-18T04:00:00Z,TA_PT1H_MAX,-2.4
2022-12-18T04:00:00Z,TA_PT1H_MIN,-2.8
2022-12-18T04:00:00Z,RH_PT1H_AVG,96.0
2022-12-18T04:00:00Z,WS_PT1H_AVG,2.0
2022-12-18T04:00:00Z,WS_PT1H_MAX,2.5
2022-12-18T04:00:00Z,WS_PT1H_MIN,1.7
2022-12-18T04:00:00Z,WD_PT1H_AVG,146.0
2022-12-18T04:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T04:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T04:00:00Z,PA_PT1H_AVG,1017.8
2022-12-18T04:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T05:00:00Z,TA_PT1H_AVG,-2.2
2022-12-18T05:00:00Z,TA_PT1H_MAX,-2.0
2022-12-18T05:00:00Z,TA_PT1H_MIN,-2.4
2022-12-18T05:00:00Z,RH_PT1H_AVG,97.0
2022-12-18T05:00:00Z,WS_PT1H_AVG,2.0
2022-12-18T05:00:00Z,WS_PT1H_MAX,2.2
2022-12-18T05:00:00Z,WS_PT1H_MIN,1.8
2022-12-18T05:00:00Z,WD_PT1H_AVG,151.0
2022-12-18T05:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T05:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T05:00:00Z,PA_PT1H_AVG,1017.6
2022-12-18T05:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T06:00:00Z,TA_PT1H_AVG,-1.9
2022-12-18T06:00:00Z,TA_PT1H_MAX,-1.8
2022-12-18T06:00:00Z,TA_PT1H_MIN,-2.1
2022-12-18T06:00:00Z,RH_PT1H_AVG,97.0
2022-12-18T06:00:00Z,WS_PT1H_AVG,NaN
2022-12-18T06:00:00Z,WS_PT1H_MAX,NaN
2022-12-18T06:00:00Z,WS_PT1H_MIN,NaN
2022-12-18T06:00:00Z,WD_PT1H_AVG,154.0
2022-12-18T06:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T06:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T06:00:00Z,PA_PT1H_AVG,1017.5
2022-12-18T06:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T07:00:00Z,TA_PT1H_AVG,-1.8
2022-12-18T07:00:00Z,TA_PT1H_MAX,-1.7
2022-12-18T07:00:00Z,TA_PT1H_MIN,-1.9
2022-12-18T07:00:00Z,RH_PT1H_AVG,97.0
2022-12-18T07:00:00Z,WS_PT1H_AVG,2.5
2022-12-18T07:00:00Z,WS_PT1H_MAX,2.8
2022-12-18T07:00:00Z,WS_PT1H_MIN,2.2
2022-12-18T07:00:00Z,WD_PT1H_AVG,146.0
2022-12-18T07:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T07:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T07:00:00Z,PA_PT1H_AVG,1017.5
2022-12-18T07:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T08:00:00Z,TA_PT1H_AVG,-1.5
2022-12-18T08:00:00Z,TA_PT1H_MAX,-1.3
2022-12-18T08:00:00Z,TA_PT1H_MIN,-1.7
2022-12-18T08:00:00Z,RH_PT1H_AVG,97.0
2022-12-18T08:00:00Z,WS_PT1H_AVG,2.0
2022-12-18T08:00:00Z,WS_PT1H_MAX,2.3
2022-12-18T08:00:00Z,WS_PT1H_MIN,1.9
2022-12-18T08:00:00Z,WD_PT1H_AVG,162.0
2022-12-18T08:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T08:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T08:00:00Z,PA_PT1H_AVG,1017.5
2022-12-18T08:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T09:00:00Z,TA_PT1H_AVG,-1.0
2022-12-18T09:00:00Z,TA_PT1H_MAX,-0.7
2022-12-18T09:00:00Z,TA_PT1H_MIN,-1.3
2022-12-18T09:00:00Z,RH_PT1H_AVG,97.0
2022-12-18T09:00:00Z,WS_PT1H_AVG,2.6
2022-12-18T09:00:00Z,WS_PT1H_MAX,3.0
2022-12-18T09:00:00Z,WS_PT1H_MIN,2.1
2022-12-18T09:00:00Z,WD_PT1H_AVG,170.0
2022-12-18T09:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T09:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T09:00:00Z,PA_PT1H_AVG,1017.4
2022-12-18T09:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T10:00:00Z,TA_PT1H_AVG,-0.4
2022-12-18T10:00:00Z,TA_PT1H_MAX,-0.3
2022-12-18T10:00:00Z,TA_PT1H_MIN,-0.6
2022-12-18T10:00:00Z,RH_PT1H_AVG,96.0
2022-12-18T10:00:00Z,WS_PT1H_AVG,3.2
2022-12-18T10:00:00Z,WS_PT1H_MAX,3.6
2022-12-18T10:00:00Z,WS_PT1H_MIN,2.8
2022-12-18T10:00:00Z,WD_PT1H_AVG,195.0
2022-12-18T10:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T10:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T10:00:00Z,PA_PT1H_AVG,1017.2
2022-12-18T10:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T11:00:00Z,TA_PT1H_AVG,-0.3
2022-12-18T11:00:00Z,TA_PT1H_MAX,-0.2
2022-12-18T11:00:00Z,TA_PT1H_MIN,-0.4
2022-12-18T11:00:00Z,RH_PT1H_AVG,96.0
2022-12-18T11:00:00Z,WS_PT1H_AVG,3.1
2022-12-18T11:00:00Z,WS_PT1H_MAX,3.5
2022-12-18T11:00:00Z,WS_PT1H_MIN,2.7
2022-12-18T11:00:00Z,WD_PT1H_AVG,191.0
2022-12-18T11:00:00Z,PRA_PT1H_ACC,NaN
2022-12-18T11:00:00Z,PRI_PT1H_MAX,NaN
2022-12-18T11:00:00Z,PA_PT1H_AVG,1016.8
2022-12-18T11:00:00Z,WAWA_PT1H_RANK,NaN
2022-12-18T12:00:00Z,TA_PT1H_AVG,-0.4
2022-12-18T12:00:00Z,TA_PT1H_MAX,-0.4
2022-12-18T12:00:00Z,TA_PT1H_MIN,-0.5
2022-12-18T12:00:00Z,RH_PT1H_AVG,97.0
2022-12-18T12:00:00Z,WS_PT1H_AVG,3.3
2022-12-18T12:00:00Z,WS_PT1H_MAX,3.7
2022-12-18T12:00:00Z,WS_PT1H_MIN,2.8
2022-12-18T12:00:00Z,WD_PT1H_AVG,182.0
2022-12-18T12:00:00Z,PRA_PT1H_ACC,NaN
